# Ordem,Estado,Anos atividade,Região,Receitas,Ativos,Montante,BR,Prazo,# pmts pagas,Taxa ind.,Taxa med,# ofertas
0370,Regular,12,Estremadura e Ribatejo,"350,000-500,000","100,000 - 350,000",25000,B,36,17.0,0.0649,0.06486183693671113,258
0371,Regular,5,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",5000,C+,24,17.0,0.0834,0.0833999999999899,58
0372,Em recuperação,8,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",10000,C,24,13.0,0.0959,0.09589999999999871,68
0373,Regular,3,Estremadura e Ribatejo,"100,000 - 350,000","<100,000",30000,B-,24,17.0,0.0708,0.07074518232972944,365
0374,Regular,3,Lisboa,"<100,000","<100,000",15000,B,24,17.0,0.0609,0.060895167904038316,139
0375,Regular,1,Beira Interior,"<100,000","<100,000",15000,S,36,17.0,0.08,0.08149838241274754,204
0376,Regular,10,Minho e Douro Litoral,"<100,000","100,000 - 350,000",25000,B,24,17.0,0.0609,0.0677344313188076,247
0377,Regular,5,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",20000,C+,24,17.0,0.0834,0.0834,208
0378,Regular,13,Estremadura e Ribatejo,"100,000 - 350,000","<100,000",15000,C+,24,17.0,0.0834,0.0834,181
0379,Regular,35,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",10000,B-,18,17.0,0.0657,0.06569480054765382,125
0380,Regular,4,Minho e Douro Litoral,"<100,000","<100,000",30000,B-,36,17.0,0.0748,0.07478087891344923,293
0381,Regular,2,Beira Litoral,"<100,000","<100,000",15000,B+,48,17.0,0.0592,0.05919920009538565,102
0382,Regular,6,Beira Litoral,"<100,000","<100,000",10000,B-,36,17.0,0.0748,0.07480000000079788,72
0383,Regular,20,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",15000,B,36,17.0,0.0649,0.06489490206448535,137
0384,Em recuperação,4,Estremadura e Ribatejo,"500,000-1,500,000","100,000 - 350,000",20000,C+,36,12.0,0.0874,0.08739947507625313,187
0385,Regular,33,Açores,"500,000-1,500,000","350,000-500,000",20000,B-,36,16.0,0.0748,0.07479980000972439,169
0386,Regular,5,Minho e Douro Litoral,"500,000-1,500,000","100,000 - 350,000",25000,B+,24,16.0,0.0509,0.05089734042601454,282
0387,Regular,29,Lisboa,"100,000 - 350,000","100,000 - 350,000",10000,B+,36,16.0,0.0549,0.05490000000232308,68
0388,Regular,7,Madeira,"100,000 - 350,000","<100,000",40000,B,36,16.0,0.0648851944999995,0.0649,377
0389,Regular,6,Minho e Douro Litoral,"350,000-500,000","100,000 - 350,000",30000,B-,24,16.0,0.07079645043014725,0.0708,320
0390,Regular,3,Minho e Douro Litoral,"100,000 - 350,000","<100,000",15000,B-,36,16.0,0.07486817584879389,0.0749,141
0391,Regular,2,Minho e Douro Litoral,"500,000-1,500,000","350,000-500,000",30000,B,24,16.0,0.06087675517637628,0.0609,282
0392,Regular,13,Minho e Douro Litoral,"100,000 - 350,000","<100,000",25000,B,36,16.0,0.0648851944999995,0.0686,229
0393,Regular,13,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",25000,B,36,16.0,0.0648851944999995,0.0648,250
0394,Em recuperação,12,Minho e Douro Litoral,"350,000-500,000","500,000-1,500,000",15000,C,36,10.0,0.09990000000019456,0.0999,117
0395,Regular,4,Estremadura e Ribatejo,">=1,500,000","500,000-1,500,000",25000,B+,48,16.0,0.0592,0.0592,261
0396,Regular,11,Beira Litoral,"100,000 - 350,000","100,000 - 350,000",25000,B-,36,16.0,0.07486817584879389,0.0748,237
0397,Em recuperação,3,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",25000,B-,48,11.0,0.0792,0.0793,217
0398,Regular,5,Minho e Douro Litoral,"<100,000","<100,000",10000,B,24,16.0,0.06087675517637628,0.0609,107
0399,Regular,10,Alentejo,"100,000 - 350,000","100,000 - 350,000",25000,B,48,16.0,0.0692,0.0692,265
0400,Pago,7,Açores,"100,000 - 350,000","500,000-1,500,000",15000,B-,24,24.0,0.07079645043014725,0.0708,129
0401,Regular,32,Lisboa,"100,000 - 350,000","500,000-1,500,000",25000,C+,36,16.0,0.0874,0.08739736046245503,251
0402,Regular,4,Minho e Douro Litoral,">=1,500,000","500,000-1,500,000",75000,B-,18,16.0,0.0657,0.06564252560622405,665
0403,Regular,13,Minho e Douro Litoral,"500,000-1,500,000","500,000-1,500,000",20000,C+,36,16.0,0.0874,0.08739090483167873,232
0404,Regular,4,Minho e Douro Litoral,"350,000-500,000","100,000 - 350,000",40000,C+,48,16.0,0.0917,0.09169138164035573,298
0405,Regular,31,Estremadura e Ribatejo,"500,000-1,500,000","500,000-1,500,000",25000,B+,36,16.0,0.0549,0.05489292171636012,211
0406,Em recuperação,3,Estremadura e Ribatejo,"<100,000","100,000 - 350,000",25000,C+,36,12.0,0.0874,0.08738234962785899,248
0407,Regular,22,Beira Litoral,"500,000-1,500,000","500,000-1,500,000",20000,C,24,16.0,0.0959,0.09589620213649916,155
0408,Regular,12,Minho e Douro Litoral,"<100,000","<100,000",15000,B-,36,16.0,0.07486817584879389,0.0748,181
0409,Regular,8,Algarve,"500,000-1,500,000","100,000 - 350,000",20000,B,48,16.0,0.0692,0.0691,214
0410,Regular,2,Estremadura e Ribatejo,"100,000 - 350,000","<100,000",20000,S,36,16.0,0.08,0.08,209
0411,Pago,16,Beira Interior,">=1,500,000",">=1,500,000",50000,B,12,12.0,0.0506,0.0505,406
0412,Regular,16,Trás os Montes e Alto Douro,"500,000-1,500,000","500,000-1,500,000",30000,B-,48,16.0,0.0792,0.0792,288
0413,Regular,2,Minho e Douro Litoral,"<100,000","<100,000",10000,S,36,16.0,0.1,0.1,102
0414,Regular,4,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",15000,C,36,15.0,0.09990000000019456,0.09988492343275568,182
0415,Pago,3,Lisboa,"<100,000","<100,000",10000,C,24,24.0,0.0959,0.0958999999999951,121
0416,Regular,21,Açores,"500,000-1,500,000",">=1,500,000",20000,B+,48,15.0,0.0592,0.05920000000002197,194
0417,Regular,8,Estremadura e Ribatejo,"500,000-1,500,000","500,000-1,500,000",30000,B,36,15.0,0.0648851944999995,0.06488750966559911,309
0418,Regular,4,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",20000,B-,36,15.0,0.07486817584879389,0.07477141652686176,216
0419,Regular,11,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",15000,C+,36,15.0,0.0874,0.08740000000039144,168
0420,Regular,11,Minho e Douro Litoral,"100,000 - 350,000","500,000-1,500,000",15000,C+,24,15.0,0.0834,0.08339946673047091,178
0421,Regular,7,Lisboa,"100,000 - 350,000","100,000 - 350,000",30000,C+,36,15.0,0.0874,0.08737102883338034,355
0422,Regular,4,Lisboa,"100,000 - 350,000","<100,000",10000,C+,18,15.0,0.0781,0.07819960001800796,100
0423,Regular,23,Estremadura e Ribatejo,"500,000-1,500,000","500,000-1,500,000",30000,B,48,15.0,0.0692,0.07177523451689012,325
0424,Regular,6,Estremadura e Ribatejo,"500,000-1,500,000","350,000-500,000",35000,C+,48,15.0,0.0917,0.0916705573303109,361
0425,Regular,3,Minho e Douro Litoral,"<100,000","<100,000",15000,C,36,15.0,0.09990000000019456,0.09989900004316069,136
0426,Regular,3,Algarve,"350,000-500,000","<100,000",25000,B,36,15.0,0.0648851944999995,0.06976342264191099,276
0427,Regular,8,Estremadura e Ribatejo,"350,000-500,000","500,000-1,500,000",20000,C,36,15.0,0.09990000000019456,0.09985824982223343,181
0428,Regular,14,Lisboa,"<100,000","350,000-500,000",15000,S,24,15.0,0.08,0.07996400044807103,134
0429,Regular,10,Estremadura e Ribatejo,"100,000 - 350,000","<100,000",25000,B-,36,15.0,0.07486817584879389,0.0747730534535573,309
0430,Regular,3,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",15000,C,36,15.0,0.09990000000019456,0.09990000000019275,153
0431,Pago,25,Minho e Douro Litoral,"500,000-1,500,000","500,000-1,500,000",30000,B-,24,24.0,0.07079645043014725,0.07079686726651428,314
0432,Regular,8,Minho e Douro Litoral,"<100,000","<100,000",10000,C,24,15.0,0.0959,0.09589999999999554,82
0433,Regular,7,Estremadura e Ribatejo,"350,000-500,000","100,000 - 350,000",15000,B-,24,15.0,0.07079645043014725,0.07079986667068795,139
0434,Regular,13,Algarve,"100,000 - 350,000","350,000-500,000",10000,C,24,15.0,0.0959,0.09589980000590378,81
0435,Regular,32,Trás os Montes e Alto Douro,"100,000 - 350,000","100,000 - 350,000",15000,B-,24,15.0,0.07079645043014725,0.07079920004820384,140
0436,Regular,10,Beira Litoral,"500,000-1,500,000","350,000-500,000",20000,C,36,15.0,0.09990000000019456,0.09989770011943247,209
0437,Regular,2,Lisboa,"100,000 - 350,000","100,000 - 350,000",25000,B,36,15.0,0.0648851944999995,0.06657223668235912,201
0438,Regular,3,Estremadura e Ribatejo,"100,000 - 350,000","<100,000",10000,B,18,15.0,0.0557,0.055677003281506626,104
0439,Regular,5,Estremadura e Ribatejo,"100,000 - 350,000","<100,000",20000,B,36,15.0,0.0648851944999995,0.06485180756982285,247
0440,Regular,4,Beira Litoral,"100,000 - 350,000","350,000-500,000",15000,B+,18,15.0,0.0457,0.04569853340177673,164
0441,Regular,1,Algarve,"<100,000","<100,000",20000,S,36,15.0,0.1,0.09998675538247445,167
0442,Regular,11,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",20000,C+,24,15.0,0.0834,0.08339757525050473,217
0443,Regular,11,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",20000,B,36,14.0,0.0648851944999995,0.0649,201
0444,Regular,11,Estremadura e Ribatejo,"100,000 - 350,000","350,000-500,000",40000,B,24,14.0,0.06087675517637628,0.0659,360
0445,Regular,3,Estremadura e Ribatejo,"<100,000","100,000 - 350,000",15000,C+,36,14.0,0.0874,0.0874,140
0446,Regular,4,Lisboa,"100,000 - 350,000","100,000 - 350,000",30000,B,24,14.0,0.06087675517637628,0.0599,227
0447,Regular,35,Algarve,"100,000 - 350,000","100,000 - 350,000",40000,B,36,14.0,0.0648851944999995,0.06477614470634088,438
0448,Regular,16,Beira Litoral,"100,000 - 350,000","100,000 - 350,000",15000,C,36,14.0,0.09990000000019456,0.09988552485882309,172
0449,Regular,5,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",20000,B-,36,14.0,0.07486817584879389,0.07479605142626551,215
0450,Regular,27,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",20000,C+,36,14.0,0.0874,0.0873995000223166,250
0451,Regular,16,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",18000,B+,36,14.0,0.0549,0.054884725742579465,185
0452,Pago,19,Alentejo,"100,000 - 350,000","100,000 - 350,000",21000,B-,24,24.0,0.07079645043014725,0.07074905778162806,217
0453,Pago,5,Lisboa,">=1,500,000",">=1,500,000",50000,B,12,12.0,0.0506,0.050529186845469816,394
0454,Regular,13,Estremadura e Ribatejo,"500,000-1,500,000","350,000-500,000",25000,B-,36,14.0,0.07486817584879389,0.07471712903084221,231
0455,Regular,5,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",15000,B-,24,14.0,0.07079645043014725,0.07079340058559921,213
0456,Regular,12,Lisboa,"<100,000","<100,000",15000,B-,36,14.0,0.07486817584879389,0.0747995333548945,156
0457,Regular,4,Lisboa,"100,000 - 350,000","100,000 - 350,000",15000,C+,36,14.0,0.0874,0.08738723262551151,188
0458,Regular,23,Minho e Douro Litoral,"<100,000","100,000 - 350,000",15000,B-,24,14.0,0.07079645043014725,0.07080000000000515,181
0459,Regular,6,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",25000,C+,36,14.0,0.0874,0.08738102288277899,249
0460,Regular,10,Minho e Douro Litoral,">=1,500,000","500,000-1,500,000",25000,B-,36,14.0,0.07486817584879389,0.07479128174379696,287
0461,Regular,3,Lisboa,"100,000 - 350,000","<100,000",25000,B-,36,14.0,0.07486817584879389,0.07479156157967587,275
0462,Regular,3,Estremadura e Ribatejo,"500,000-1,500,000","350,000-500,000",40000,B+,24,14.0,0.0509,0.050873046364721966,305
0463,Pago,2,Lisboa,"500,000-1,500,000","100,000 - 350,000",25000,B-,24,24.0,0.07079645043014725,0.07068986535330025,293
0464,Pago,9,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",20000,B,36,36.0,0.0648851944999995,0.06493147329942953,252
0465,Regular,8,Minho e Douro Litoral,"<100,000","<100,000",20000,B-,36,14.0,0.07486817584879389,0.07478840305680391,222
0466,Pago,7,Algarve,"100,000 - 350,000","100,000 - 350,000",30000,B,36,36.0,0.0649,0.06480250193960882,253
0467,Pago,34,Estremadura e Ribatejo,">=1,500,000",">=1,500,000",50000,B-,36,36.0,0.0748,0.07472677993299312,527
0468,Regular,4,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",30000,B-,36,13.0,0.0748,0.07489104884588076,368
0469,Regular,2,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",20000,C+,36,13.0,0.0874,0.08739400071589627,196
0470,Regular,13,Minho e Douro Litoral,"100,000 - 350,000","350,000-500,000",25000,B-,36,13.0,0.0748,0.07476067873434446,329
0471,Regular,22,Alentejo,"<100,000","100,000 - 350,000",15000,C,24,13.0,0.0959,0.09589400159034972,166
0472,Pago,12,Minho e Douro Litoral,"<100,000","<100,000",15000,C,24,24.0,0.0959,0.09589920002352649,149
0473,Regular,4,Lisboa,"100,000 - 350,000","100,000 - 350,000",25000,B-,24,13.0,0.0708,0.07053499741276927,297
0474,Pago,16,Minho e Douro Litoral,"100,000 - 350,000","<100,000",5000,B-,3,3.0,0.06,0.06,52
0475,Regular,3,Minho e Douro Litoral,"<100,000","<100,000",10000,B,36,13.0,0.0649,0.06490000000137788,146
0476,Regular,6,Minho e Douro Litoral,"500,000-1,500,000","350,000-500,000",15000,B-,24,13.0,0.0708,0.07080000000001067,137
0477,Regular,5,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",25000,B-,48,13.0,0.07919999999999999,0.07916281758206631,308
0478,Regular,7,Beira Litoral,"100,000 - 350,000","100,000 - 350,000",10000,C,24,13.0,0.0959,0.0958998000059121,109
0479,Regular,8,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",13000,C,36,13.0,0.0999,0.0999,63
0480,Regular,3,Madeira,"<100,000","<100,000",5000,C,24,13.0,0.0959,0.09589960002384786,89
0481,Regular,3,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",15000,C+,36,13.0,0.0874,0.0874000000004045,178
0482,Regular,2,Beira Litoral,"100,000 - 350,000","100,000 - 350,000",20000,S,24,13.0,0.08,0.07999999999999403,266
0483,Regular,5,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",10000,B-,24,13.0,0.0708,0.07079440134535081,128
0484,Regular,6,Estremadura e Ribatejo,"<100,000","<100,000",5000,C,36,13.0,0.0999,0.09990000000018905,63
0485,Regular,38,Minho e Douro Litoral,"<100,000","100,000 - 350,000",10000,C+,36,13.0,0.0874,0.087396550252817,114
0486,Regular,3,Lisboa,"100,000 - 350,000","100,000 - 350,000",25000,B-,36,13.0,0.0748,0.07651844196873817,302
0487,Regular,30,Minho e Douro Litoral,"100,000 - 350,000","500,000-1,500,000",40000,B-,36,13.0,0.0748,0.07737741496181154,428
0488,Regular,42,Minho e Douro Litoral,"500,000-1,500,000","500,000-1,500,000",25000,B,24,13.0,0.060899999999999996,0.060856131640807665,316
0489,Regular,4,Minho e Douro Litoral,"<100,000","<100,000",15000,C,36,13.0,0.0999,0.09990000000019064,123
0490,Regular,4,Lisboa,"100,000 - 350,000","<100,000",20000,B,24,13.0,0.060899999999999996,0.060684687713431794,198
0491,Pago,10,Minho e Douro Litoral,"350,000-500,000","<100,000",10000,C,1,1.0,0.1,0.10000000000003549,92
0492,Regular,15,Beira Interior,"<100,000","350,000-500,000",15000,C,18,13.0,0.0907,0.09068766786356082,205
0493,Regular,8,Açores,"500,000-1,500,000","500,000-1,500,000",15000,B-,24,13.0,0.0708,0.07065650703174409,180
0494,Regular,3,Estremadura e Ribatejo,"100,000 - 350,000","<100,000",15000,C+,36,13.0,0.0874,0.08732021528850185,175
0495,Pago,12,Trás os Montes e Alto Douro,"350,000-500,000","100,000 - 350,000",15000,B-,36,36.0,0.0748,0.07478003523153959,172
0496,Regular,16,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",15000,C+,24,13.0,0.0834,0.08339890003257572,187
0497,Pago,16,Minho e Douro Litoral,"100,000 - 350,000","<100,000",15000,B-,12,12.0,0.0605,0.06045108466058387,183
0498,Regular,16,Estremadura e Ribatejo,"<100,000","100,000 - 350,000",15000,C+,36,13.0,0.0874,0.08740000000091057,180
0499,Regular,26,Beira Litoral,"<100,000","<100,000",10000,C,36,13.0,0.0999,0.09990000000044634,70
0500,Regular,13,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",20000,B-,36,13.0,0.0748,0.07479535136421754,281
0501,Regular,18,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",20000,B-,36,13.0,0.0748,0.07479727637600361,256
0502,Pago,12,Alentejo,"350,000-500,000","350,000-500,000",18000,C,2,2.0,0.08,0.07999999999982359,201
0503,Regular,4,Estremadura e Ribatejo,"100,000 - 350,000","<100,000",40000,B,36,12.0,0.0649,0.06468675772460424,498
0504,Regular,8,Estremadura e Ribatejo,"100,000 - 350,000","<100,000",30000,C+,36,12.0,0.0874,0.08737965422162143,371
0505,Regular,5,Minho e Douro Litoral,"<100,000","100,000 - 350,000",15000,C,36,12.0,0.0999,0.09990000000044696,178
0506,Regular,5,Madeira,"<100,000","<100,000",15000,C,36,12.0,0.0999,0.09990000000044734,184
0507,Regular,8,Madeira,"100,000 - 350,000","<100,000",20000,B,36,12.0,0.0649,0.06483784947635952,264
0508,Regular,7,Estremadura e Ribatejo,"350,000-500,000","100,000 - 350,000",20000,B,24,12.0,0.060899999999999996,0.06083519070698744,270
0509,Regular,6,Lisboa,"100,000 - 350,000","100,000 - 350,000",25000,B,48,12.0,0.0692,0.06919812016918804,294
0510,Regular,5,Estremadura e Ribatejo,"500,000-1,500,000","100,000 - 350,000",25000,B+,36,12.0,0.054900000000000004,0.05487151993325598,307
0511,Regular,6,Minho e Douro Litoral,"100,000 - 350,000","<100,000",17000,B,36,12.0,0.0649,0.0647988223220705,222
0512,Regular,45,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",15000,C+,36,12.0,0.0874,0.08740000000090695,167
0513,Regular,11,Estremadura e Ribatejo,"<100,000","500,000-1,500,000",10000,B,36,12.0,0.0649,0.06484886929470231,131
0514,Regular,3,Lisboa,"<100,000","<100,000",15000,C+,36,12.0,0.0874,0.08740000000090695,159
0515,Regular,12,Lisboa,"100,000 - 350,000","100,000 - 350,000",20000,B-,36,12.0,0.0748,0.07479900044828032,324
0516,Regular,11,Estremadura e Ribatejo,"500,000-1,500,000","500,000-1,500,000",25000,B,36,12.0,0.0649,0.0643692280963267,353
0517,Pago,10,Minho e Douro Litoral,"350,000-500,000","<100,000",12000,C,1,1.0,0.08560000000000001,0.08534716666677529,110
0518,Regular,3,Lisboa,"<100,000","<100,000",10000,C+,36,12.0,0.0874,0.0874000000009144,146
0519,Regular,5,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",37000,C+,36,12.0,0.0874,0.08727371084891482,421
0520,Regular,26,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",10000,B-,36,12.0,0.0748,0.07480000000180095,141
0521,Regular,17,Alentejo,"100,000 - 350,000","500,000-1,500,000",20000,B-,36,12.0,0.0748,0.07467662796807731,212
0522,Regular,5,Algarve,"100,000 - 350,000","<100,000",20000,B,36,12.0,0.0649,0.06489960001800635,273
0523,Regular,1,Minho e Douro Litoral,"<100,000","<100,000",5000,S,36,12.0,0.1,0.10000000000045149,50
0524,Regular,13,Estremadura e Ribatejo,"500,000-1,500,000","500,000-1,500,000",20000,B-,36,12.0,0.0748,0.07479135340757434,276
0525,Pago,8,Algarve,"100,000 - 350,000","100,000 - 350,000",11000,C,2,2.0,0.08560000000000001,0.08555999999992062,102
0526,Regular,3,Beira Litoral,"100,000 - 350,000","100,000 - 350,000",20000,B-,36,12.0,0.0748,0.07475808917831364,245
0527,Regular,8,Beira Litoral,"<100,000","<100,000",15000,C+,36,12.0,0.0874,0.0874000000003946,155
0528,Regular,3,Estremadura e Ribatejo,"<100,000","<100,000",15000,B-,24,12.0,0.0708,0.07076294155698071,174
0529,Pago,8,Algarve,"100,000 - 350,000","100,000 - 350,000",20000,C,2,2.0,0.08560000000000001,0.08549592499987525,181
0530,Regular,12,Beira Litoral,"500,000-1,500,000","100,000 - 350,000",10000,C+,36,12.0,0.0874,0.08739480042944318,144
0531,Regular,16,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",15000,B-,48,12.0,0.07919999999999999,0.07919933337178925,201
0532,Regular,4,Açores,"<100,000","100,000 - 350,000",10000,C+,36,12.0,0.0874,0.08740000000091044,127
0533,Regular,25,Beira Interior,"350,000-500,000","500,000-1,500,000",10000,C+,48,12.0,0.0917,0.09168811144006911,143
0534,Regular,17,Minho e Douro Litoral,"<100,000","100,000 - 350,000",15000,B+,36,12.0,0.054900000000000004,0.05477569997306926,204
0535,Regular,4,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",10000,B,36,12.0,0.0649,0.06489800036284216,166
0536,Regular,9,Trás os Montes e Alto Douro,"100,000 - 350,000","100,000 - 350,000",15000,B-,36,12.0,0.0748,0.07478891198477033,191
0537,Regular,16,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",20000,B,36,12.0,0.0649,0.0648939753724972,241
0538,Regular,19,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",15000,B,36,12.0,0.0649,0.06489810062973159,206
0539,Regular,29,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",10000,B+,36,12.0,0.054900000000000004,0.05485383278042254,150
0540,Regular,7,Lisboa,"100,000 - 350,000","100,000 - 350,000",15000,C+,36,12.0,0.0874,0.08739986667343369,237
0541,Regular,28,Estremadura e Ribatejo,"100,000 - 350,000","500,000-1,500,000",15000,C+,36,11.0,0.0874,0.08739933000000001,229
0542,Regular,6,Minho e Douro Litoral,"350,000-500,000","100,000 - 350,000",30000,C+,36,11.0,0.0874,0.08736746000000001,336
0543,Regular,17,Estremadura e Ribatejo,"350,000-500,000","<100,000",15000,C+,36,11.0,0.0874,0.0874,175
0544,Em recuperação,4,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",10000,C+,36,7.0,0.0874,0.0873952,162
0545,Regular,27,Minho e Douro Litoral,"500,000-1,500,000","350,000-500,000",20000,C+,36,11.0,0.0874,0.0874,243
0546,Regular,5,Lisboa,"350,000-500,000","100,000 - 350,000",20000,C,36,11.0,0.0999,0.09986174,192
0547,Regular,6,Estremadura e Ribatejo,"100,000 - 350,000","100,000 - 350,000",30000,B+,60,11.0,0.0639,0.06370509,413
0548,Regular,8,Lisboa,"350,000-500,000","500,000-1,500,000",60000,B-,36,11.0,0.0748,0.0745899,708
0549,Regular,4,Estremadura e Ribatejo,"350,000-500,000","500,000-1,500,000",25000,B+,48,11.0,0.0592,0.059027630000000005,290
0550,Regular,18,Estremadura e Ribatejo,">=1,500,000","100,000 - 350,000",20000,C+,36,11.0,0.0874,0.0873978,294
0551,Pago,5,Lisboa,"<100,000","100,000 - 350,000",40000,B+,12,12.0,0.0406,0.03992258,459
0552,Pago,9,Minho e Douro Litoral,"500,000-1,500,000","<100,000",12711,C,1,1.0,0.08560000000000001,0.08549733,111
0553,Regular,10,Estremadura e Ribatejo,"100,000 - 350,000","500,000-1,500,000",40000,B,36,11.0,0.0649,0.06481112,492
0554,Regular,28,Alentejo,"500,000-1,500,000","<100,000",15000,C+,48,11.0,0.0917,0.0917,340
0555,Regular,5,Estremadura e Ribatejo,"<100,000","<100,000",15000,B-,36,11.0,0.0748,0.0748,309
0556,Regular,12,Minho e Douro Litoral,"<100,000","100,000 - 350,000",25000,B,36,11.0,0.0649,0.06489166,302
0557,Regular,6,Lisboa,"100,000 - 350,000","<100,000",20000,B+,24,11.0,0.0509,0.0509,394
0558,Regular,4,Minho e Douro Litoral,"<100,000","500,000-1,500,000",100000,B+,24,11.0,0.0509,0.05072514,966
0559,Regular,31,Minho e Douro Litoral,">=1,500,000","100,000 - 350,000",15000,C+,36,11.0,0.0874,0.0874,360
0560,Regular,2,Lisboa,"100,000 - 350,000","<100,000",10000,S,36,,0.1,0.1,99
0561,Pago,10,Madeira,"<100,000",">=1,500,000",12500,B-,2,2.0,0.0605,0.0605,119
0562,Pago,10,Madeira,">=1,500,000",">=1,500,000",16000,B-,3,3.0,0.0605,0.06049563,98
0563,Regular,2,Estremadura e Ribatejo,">=1,500,000","<100,000",15000,B-,36,11.0,0.0748,0.07478723,224
0564,Regular,16,Minho e Douro Litoral,"100,000 - 350,000","350,000-500,000",20000,B-,36,11.0,0.0748,0.0748,408
0565,Regular,27,Beira Interior,"500,000-1,500,000","100,000 - 350,000",15000,B-,36,11.0,0.0748,0.0748,364
0566,Regular,5,Lisboa,"100,000 - 350,000","100,000 - 350,000",30000,B+,18,11.0,0.045700000000000005,0.045700000000000005,396
0567,Regular,12,Minho e Douro Litoral,"100,000 - 350,000","100,000 - 350,000",15000,B-,36,11.0,0.0748,0.0748,243
0568,Regular,4,Minho e Douro Litoral,"100,000 - 350,000","<100,000",15000,B-,36,11.0,0.0748,0.0748,400
0569,Regular,8,Estremadura e Ribatejo,"100,000 - 350,000","500,000-1,500,000",20000,B,24,11.0,0.060899999999999996,0.060899999999999996,578
0570,Regular,5,Minho e Douro Litoral,"500,000-1,500,000","100,000 - 350,000",5000,C+,24,11.0,0.0834,0.0834,489
0571,Regular,20,Estremadura e Ribatejo,"100,000 - 350,000","350,000-500,000",10000,C+,36,11.0,0.0874,0.0874,378
0572,Pago,32,Estremadura e Ribatejo,"<100,000","350,000-500,000",25000,C+,4,4.0,0.0731,0.073089,168
0573,Pago,7,Trás os Montes e Alto Douro,"350,000-500,000",">=1,500,000",25000,C+,12,12.0,0.0731,0.0731,470
0574,Regular,2,Minho e Douro Litoral,"350,000-500,000","<100,000",15000,C+,36,11.0,0.0874,0.0874,340
0575,Regular,6,Trás os Montes e Alto Douro,"<100,000","100,000 - 350,000",15000,C+,36,11.0,0.0874,0.0874,407
0576,Regular,8,Açores,"<100,000","100,000 - 350,000",30000,B-,36,11.0,0.0748,0.0748,430
0577,Pago,4,Alentejo,"100,000 - 350,000","100,000 - 350,000",18595,B-,2,2.0,0.0605,0.060471769999999994,146
0578,Pago,10,Madeira,"100,000 - 350,000",">=1,500,000",18000,B-,2,2.0,0.0605,0.0604935,124
0579,Regular,31,Estremadura e Ribatejo,">=1,500,000","500,000-1,500,000",20000,B,24,11.0,0.060899999999999996,0.06089843,232
0580,Regular,10,Estremadura e Ribatejo,"500,000-1,500,000","<100,000",10000,B-,36,11.0,0.0748,0.0748,437
0581,Regular,6,Lisboa,"<100,000","500,000-1,500,000",30000,B+,48,11.0,0.0592,0.059180130000000004,418
0582,Regular,23,Estremadura e Ribatejo,"500,000-1,500,000","<100,000",10000,B-,36,11.0,0.0748,0.0748,439
0583,Regular,3,Minho e Douro Litoral,"100,000 - 350,000","<100,000",15000,C+,36,11.0,0.0874,0.0874,508
0584,Regular,3,Minho e Douro Litoral,"100,000 - 350,000","<100,000",10000,B-,36,11.0,0.0748,0.0748,383
